Store,Date,Sales,Open,Promo,DayOfWeek,StoreType
1,2014-12-03,5577,1,0,2,a
1,2014-12-04,7381,1,1,3,a
1,2014-12-05,5665,1,0,4,a
1,2014-12-06,4118,1,0,5,a
1,2014-12-07,0,0,0,6,a
1,2014-12-08,5663,1,0,0,a
1,2014-12-09,6237,1,0,1,a
1,2014-12-10,7108,1,1,2,a
1,2014-12-11,7577,1,1,3,a
1,2014-12-12,7566,1,1,4,a
1,2014-12-13,3785,1,0,5,a
1,2014-12-14,0,0,0,6,a
1,2014-12-15,7784,1,1,0,a
1,2014-12-16,6297,1,0,1,a
1,2014-12-17,5874,1,0,2,a
1,2014-12-18,7524,1,1,3,a
1,2014-12-19,6344,1,0,4,a
1,2014-12-20,5227,1,1,5,a
1,2014-12-21,0,0,0,6,a
1,2014-12-22,6498,1,0,0,a
1,2014-12-23,5870,1,0,1,a
1,2014-12-24,6403,1,0,2,a
1,2014-12-25,7884,1,1,3,a
1,2014-12-26,6177,1,0,4,a
1,2014-12-27,4540,1,0,5,a
1,2014-12-28,0,0,0,6,a
1,2014-12-29,5991,1,0,0,a
1,2014-12-30,7341,1,1,1,a
1,2014-12-31,6765,1,0,2,a
1,2015-01-01,6941,1,0,3,a
1,2015-01-02,6409,1,0,4,a
1,2015-01-03,5944,1,1,5,a
1,2015-01-04,0,0,0,6,a
1,2015-01-05,6666,1,0,0,a
1,2015-01-06,6458,1,0,1,a
1,2015-01-07,7281,1,0,2,a
1,2015-01-08,8310,1,1,3,a
1,2015-01-09,8743,1,1,4,a
1,2015-01-10,5183,1,0,5,a
1,2015-01-11,0,0,1,6,a
1,2015-01-12,8929,1,1,0,a
1,2015-01-13,8780,1,1,1,a
1,2015-01-14,8644,1,1,2,a
1,2015-01-15,8912,1,1,3,a
1,2015-01-16,6874,1,0,4,a
1,2015-01-17,6577,1,1,5,a
1,2015-01-18,0,0,0,6,a
1,2015-01-19,7587,1,0,0,a
1,2015-01-20,8579,1,1,1,a
1,2015-01-21,8925,1,1,2,a
1,2015-01-22,9107,1,1,3,a
1,2015-01-23,7435,1,0,4,a
1,2015-01-24,4852,1,0,5,a
1,2015-01-25,0,0,1,6,a
1,2015-01-26,7438,1,0,0,a
1,2015-01-27,7576,1,0,1,a
1,2015-01-28,8005,1,0,2,a
1,2015-01-29,9242,1,1,3,a
1,2015-01-30,9523,1,1,4,a
1,2015-01-31,5097,1,0,5,a
1,2015-02-01,4972,1,0,6,a
1,2015-02-02,9451,1,1,0,a
1,2015-02-03,8710,1,1,1,a
1,2015-02-04,8072,1,0,2,a
1,2015-02-05,8003,1,0,3,a
1,2015-02-06,7980,1,0,4,a
1,2015-02-07,5502,1,0,5,a
1,2015-02-08,0,0,0,6,a
1,2015-02-09,8111,1,0,0,a
1,2015-02-10,7966,1,0,1,a
1,2015-02-11,9228,1,1,2,a
1,2015-02-12,9775,1,1,3,a
1,2015-02-13,8130,1,0,4,a
1,2015-02-14,6592,1,1,5,a
1,2015-02-15,0,0,0,6,a
1,2015-02-16,10016,1,1,0,a
1,2015-02-17,10008,1,1,1,a
1,2015-02-18,9914,1,1,2,a
1,2015-02-19,9884,1,1,3,a
1,2015-02-20,7794,1,0,4,a
1,2015-02-21,5541,1,0,5,a
1,2015-02-22,0,0,0,6,a
1,2015-02-23,7982,1,0,0,a
1,2015-02-24,10254,1,1,1,a
1,2015-02-25,10236,1,1,2,a
1,2015-02-26,9777,1,1,3,a
1,2015-02-27,8148,1,0,4,a
1,2015-02-28,6786,1,1,5,a
1,2015-03-01,0,0,0,6,a
1,2015-03-02,10501,1,1,0,a
1,2015-03-03,9994,1,1,1,a
1,2015-03-04,10382,1,1,2,a
1,2015-03-05,9778,1,1,3,a
1,2015-03-06,8453,1,0,4,a
1,2015-03-07,6900,1,1,5,a
1,2015-03-08,0,0,1,6,a
1,2015-03-09,10763,1,1,0,a
1,2015-03-10,10875,1,1,1,a
1,2015-03-11,10489,1,1,2,a
1,2015-03-12,10434,1,1,3,a
1,2015-03-13,8521,1,0,4,a
1,2015-03-14,6346,1,0,5,a
1,2015-03-15,0,0,1,6,a
1,2015-03-16,10396,1,1,0,a
1,2015-03-17,9346,1,0,1,a
1,2015-03-18,8852,1,0,2,a
1,2015-03-19,8574,1,0,3,a
1,2015-03-20,8696,1,0,4,a
1,2015-03-21,6328,1,0,5,a
1,2015-03-22,0,0,1,6,a
1,2015-03-23,8749,1,0,0,a
1,2015-03-24,8096,1,0,1,a
1,2015-03-25,10698,1,1,2,a
1,2015-03-26,8649,1,0,3,a
1,2015-03-27,10955,1,1,4,a
1,2015-03-28,7512,1,1,5,a
1,2015-03-29,0,0,1,6,a
1,2015-03-30,10124,1,1,0,a
1,2015-03-31,10367,1,1,1,a
1,2015-04-01,8604,1,0,2,a
1,2015-04-02,10668,1,1,3,a
1,2015-04-03,8680,1,0,4,a
1,2015-04-04,7662,1,1,5,a
1,2015-04-05,0,0,1,6,a
1,2015-04-06,9467,1,0,0,a
1,2015-04-07,10604,1,1,1,a
1,2015-04-08,8629,1,0,2,a
1,2015-04-09,10426,1,1,3,a
1,2015-04-10,8673,1,0,4,a
1,2015-04-11,5539,1,0,5,a
1,2015-04-12,0,0,1,6,a
1,2015-04-13,10367,1,1,0,a
1,2015-04-14,8789,1,0,1,a
1,2015-04-15,8157,1,0,2,a
1,2015-04-16,9107,1,0,3,a
1,2015-04-17,8842,1,0,4,a
1,2015-04-18,7292,1,1,5,a
1,2015-04-19,0,0,0,6,a
1,2015-04-20,8320,1,0,0,a
1,2015-04-21,9018,1,0,1,a
1,2015-04-22,8804,1,0,2,a
1,2015-04-23,10865,1,1,3,a
1,2015-04-24,8927,1,0,4,a
1,2015-04-25,6113,1,0,5,a
1,2015-04-26,0,0,0,6,a
1,2015-04-27,8954,1,0,0,a
1,2015-04-28,10305,1,1,1,a
1,2015-04-29,8686,1,0,2,a
1,2015-04-30,8875,1,0,3,a
1,2015-05-01,8732,1,0,4,a
1,2015-05-02,5650,1,0,5,a
1,2015-05-03,5769,1,0,6,a
1,2015-05-04,8551,1,0,0,a
1,2015-05-05,9803,1,1,1,a
1,2015-05-06,8270,1,0,2,a
1,2015-05-07,7977,1,0,3,a
1,2015-05-08,8203,1,0,4,a
1,2015-05-09,6949,1,1,5,a
1,2015-05-10,0,0,1,6,a
1,2015-05-11,7632,1,0,0,a
1,2015-05-12,8444,1,0,1,a
1,2015-05-13,9247,1,1,2,a
1,2015-05-14,8255,1,0,3,a
1,2015-05-15,9903,1,1,4,a
1,2015-05-16,5675,1,0,5,a
1,2015-05-17,0,0,1,6,a
1,2015-05-18,7967,1,0,0,a
1,2015-05-19,8247,1,0,1,a
1,2015-05-20,9250,1,1,2,a
1,2015-05-21,8135,1,0,3,a
1,2015-05-22,9785,1,1,4,a
1,2015-05-23,5066,1,0,5,a
1,2015-05-24,0,0,1,6,a
1,2015-05-25,7831,1,0,0,a
1,2015-05-26,9219,1,1,1,a
1,2015-05-27,8544,1,0,2,a
1,2015-05-28,7946,1,0,3,a
1,2015-05-29,7902,1,0,4,a
1,2015-05-30,6411,1,1,5,a
1,2015-05-31,0,0,0,6,a
1,2015-06-01,9255,1,1,0,a
1,2015-06-02,9495,1,1,1,a
1,2015-06-03,7644,1,0,2,a
1,2015-06-04,9574,1,1,3,a
1,2015-06-05,9154,1,1,4,a
1,2015-06-06,5223,1,0,5,a
1,2015-06-07,0,0,1,6,a
1,2015-06-08,8652,1,1,0,a
1,2015-06-09,7820,1,0,1,a
1,2015-06-10,8055,1,0,2,a
1,2015-06-11,8640,1,1,3,a
1,2015-06-12,7378,1,0,4,a
1,2015-06-13,5084,1,0,5,a
1,2015-06-14,5391,1,0,6,a
1,2015-06-15,7035,1,0,0,a
1,2015-06-16,6908,1,0,1,a
1,2015-06-17,7350,1,0,2,a
1,2015-06-18,8978,1,1,3,a
1,2015-06-19,7600,1,0,4,a
1,2015-06-20,6083,1,1,5,a
1,2015-06-21,0,0,0,6,a
1,2015-06-22,8696,1,1,0,a
1,2015-06-23,8503,1,1,1,a
1,2015-06-24,6552,1,0,2,a
1,2015-06-25,8298,1,1,3,a
1,2015-06-26,6806,1,0,4,a
1,2015-06-27,4797,1,0,5,a
1,2015-06-28,0,0,0,6,a
1,2015-06-29,8622,1,1,0,a
1,2015-06-30,7119,1,0,1,a
1,2015-07-01,6631,1,0,2,a
1,2015-07-02,8235,1,1,3,a
1,2015-07-03,6341,1,0,4,a
1,2015-07-04,5707,1,1,5,a
1,2015-07-05,0,0,0,6,a
1,2015-07-06,7856,1,1,0,a
1,2015-07-07,8725,1,1,1,a
1,2015-07-08,5909,1,0,2,a
1,2015-07-09,6009,1,0,3,a
1,2015-07-10,7823,1,1,4,a
1,2015-07-11,4938,1,1,5,a
1,2015-07-12,0,0,0,6,a
1,2015-07-13,5816,1,0,0,a
1,2015-07-14,6494,1,0,1,a
1,2015-07-15,6338,1,0,2,a
1,2015-07-16,5913,1,0,3,a
1,2015-07-17,7333,1,1,4,a
1,2015-07-18,5281,1,1,5,a
1,2015-07-19,0,0,1,6,a
1,2015-07-20,7086,1,1,0,a
1,2015-07-21,6680,1,0,1,a
1,2015-07-22,7541,1,1,2,a
1,2015-07-23,6834,1,1,3,a
1,2015-07-24,6613,1,0,4,a
1,2015-07-25,3994,1,0,5,a
1,2015-07-26,5129,1,1,6,a
1,2015-07-27,5889,1,0,0,a
1,2015-07-28,5965,1,0,1,a
1,2015-07-29,6942,1,1,2,a
1,2015-07-30,5740,1,0,3,a
1,2015-07-31,7437,1,1,4,a
2,2013-01-01,8097,1,0,1,b
2,2013-01-02,8923,1,1,2,b
2,2013-01-03,8119,1,0,3,b
2,2013-01-04,7489,1,0,4,b
2,2013-01-05,6203,1,0,5,b
2,2013-01-06,0,0,1,6,b
2,2013-01-07,8432,1,0,0,b
2,2013-01-08,10308,1,1,1,b
2,2013-01-09,8201,1,0,2,b
2,2013-01-10,8482,1,0,3,b
2,2013-01-11,8230,1,0,4,b
2,2013-01-12,7506,1,1,5,b
2,2013-01-13,0,0,0,6,b
2,2013-01-14,10441,1,1,0,b
2,2013-01-15,9854,1,1,1,b
2,2013-01-16,8995,1,0,2,b
2,2013-01-17,8438,1,0,3,b
2,2013-01-18,10507,1,1,4,b
2,2013-01-19,6330,1,0,5,b
2,2013-01-20,0,0,0,6,b
2,2013-01-21,10622,1,1,0,b
2,2013-01-22,8386,1,0,1,b
2,2013-01-23,8966,1,0,2,b
2,2013-01-24,8475,1,0,3,b
2,2013-01-25,10590,1,1,4,b
2,2013-01-26,6543,1,0,5,b
2,2013-01-27,0,0,0,6,b
2,2013-01-28,9086,1,0,0,b
2,2013-01-29,8622,1,0,1,b
2,2013-01-30,10603,1,1,2,b
2,2013-01-31,8868,1,0,3,b
2,2013-02-01,9126,1,0,4,b
2,2013-02-02,8055,1,1,5,b
2,2013-02-03,8093,1,1,6,b
2,2013-02-04,9002,1,0,0,b
2,2013-02-05,8702,1,0,1,b
2,2013-02-06,9179,1,0,2,b
2,2013-02-07,8779,1,0,3,b
2,2013-02-08,11291,1,1,4,b
2,2013-02-09,7751,1,1,5,b
2,2013-02-10,0,0,0,6,b
2,2013-02-11,9149,1,0,0,b
2,2013-02-12,10184,1,0,1,b
2,2013-02-13,11089,1,1,2,b
2,2013-02-14,9067,1,0,3,b
2,2013-02-15,9244,1,0,4,b
2,2013-02-16,6907,1,0,5,b
2,2013-02-17,0,0,0,6,b
2,2013-02-18,11521,1,1,0,b
2,2013-02-19,12043,1,1,1,b
2,2013-02-20,9313,1,0,2,b
2,2013-02-21,9618,1,0,3,b
2,2013-02-22,9279,1,0,4,b
2,2013-02-23,7686,1,1,5,b
2,2013-02-24,0,0,0,6,b
2,2013-02-25,11838,1,1,0,b
2,2013-02-26,9356,1,0,1,b
2,2013-02-27,9781,1,0,2,b
2,2013-02-28,9866,1,0,3,b
2,2013-03-01,12307,1,1,4,b
2,2013-03-02,8295,1,1,5,b
2,2013-03-03,8152,1,1,6,b
2,2013-03-04,9459,1,0,0,b
2,2013-03-05,9954,1,0,1,b
2,2013-03-06,10142,1,0,2,b
2,2013-03-07,10157,1,0,3,b
2,2013-03-08,9789,1,0,4,b
2,2013-03-09,6798,1,0,5,b
2,2013-03-10,7227,1,0,6,b
2,2013-03-11,9919,1,0,0,b
2,2013-03-12,12007,1,1,1,b
2,2013-03-13,9821,1,0,2,b
2,2013-03-14,12272,1,1,3,b
2,2013-03-15,9984,1,0,4,b
2,2013-03-16,7132,1,0,5,b
2,2013-03-17,0,0,0,6,b
2,2013-03-18,12010,1,1,0,b
2,2013-03-19,12213,1,1,1,b
2,2013-03-20,12747,1,1,2,b
2,2013-03-21,10551,1,0,3,b
2,2013-03-22,12441,1,1,4,b
2,2013-03-23,6999,1,0,5,b
2,2013-03-24,0,0,0,6,b
2,2013-03-25,10307,1,0,0,b
2,2013-03-26,12683,1,1,1,b
2,2013-03-27,9658,1,0,2,b
2,2013-03-28,12276,1,1,3,b
2,2013-03-29,10431,1,0,4,b
2,2013-03-30,7069,1,0,5,b
2,2013-03-31,0,0,1,6,b
2,2013-04-01,9729,1,0,0,b
2,2013-04-02,10388,1,0,1,b
2,2013-04-03,10062,1,0,2,b
2,2013-04-04,10171,1,0,3,b
2,2013-04-05,10050,1,0,4,b
2,2013-04-06,7518,1,0,5,b
2,2013-04-07,8943,1,1,6,b
2,2013-04-08,11683,1,1,0,b
2,2013-04-09,9992,1,0,1,b
2,2013-04-10,12527,1,1,2,b
2,2013-04-11,10445,1,0,3,b
2,2013-04-12,10407,1,0,4,b
2,2013-04-13,8366,1,1,5,b
2,2013-04-14,0,0,1,6,b
2,2013-04-15,11911,1,1,0,b
2,2013-04-16,9944,1,0,1,b
2,2013-04-17,10320,1,0,2,b
2,2013-04-18,12347,1,1,3,b
2,2013-04-19,10692,1,0,4,b
2,2013-04-20,7163,1,0,5,b
2,2013-04-21,0,0,0,6,b
2,2013-04-22,11840,1,1,0,b
2,2013-04-23,11345,1,1,1,b
2,2013-04-24,11792,1,1,2,b
2,2013-04-25,9772,1,0,3,b
2,2013-04-26,9976,1,0,4,b
2,2013-04-27,8615,1,1,5,b
2,2013-04-28,8871,1,1,6,b
2,2013-04-29,12256,1,1,0,b
2,2013-04-30,9841,1,0,1,b
2,2013-05-01,11436,1,1,2,b
2,2013-05-02,11831,1,1,3,b
2,2013-05-03,10097,1,0,4,b
2,2013-05-04,6944,1,0,5,b
2,2013-05-05,7225,1,0,6,b
2,2013-05-06,11492,1,1,0,b
2,2013-05-07,9631,1,0,1,b
2,2013-05-08,11643,1,1,2,b
2,2013-05-09,11378,1,1,3,b
2,2013-05-10,9328,1,0,4,b
2,2013-05-11,6695,1,0,5,b
2,2013-05-12,0,0,0,6,b
2,2013-05-13,9586,1,0,0,b
2,2013-05-14,9304,1,0,1,b
2,2013-05-15,9381,1,0,2,b
2,2013-05-16,11870,1,1,3,b
2,2013-05-17,11381,1,1,4,b
2,2013-05-18,8137,1,1,5,b
2,2013-05-19,0,0,0,6,b
2,2013-05-20,8870,1,0,0,b
2,2013-05-21,9329,1,0,1,b
2,2013-05-22,9111,1,0,2,b
2,2013-05-23,9502,1,0,3,b
2,2013-05-24,9538,1,0,4,b
2,2013-05-25,7944,1,1,5,b
2,2013-05-26,0,0,0,6,b
2,2013-05-27,11002,1,1,0,b
2,2013-05-28,9469,1,0,1,b
2,2013-05-29,10997,1,1,2,b
2,2013-05-30,9479,1,0,3,b
2,2013-05-31,10566,1,1,4,b
2,2013-06-01,6265,1,0,5,b
2,2013-06-02,0,0,1,6,b
2,2013-06-03,10671,1,1,0,b
2,2013-06-04,10886,1,1,1,b
2,2013-06-05,10683,1,1,2,b
2,2013-06-06,9280,1,0,3,b
2,2013-06-07,10716,1,1,4,b
2,2013-06-08,6032,1,0,5,b
2,2013-06-09,0,0,1,6,b
2,2013-06-10,8574,1,0,0,b
2,2013-06-11,8285,1,0,1,b
2,2013-06-12,10720,1,1,2,b
2,2013-06-13,8011,1,0,3,b
2,2013-06-14,8830,1,0,4,b
2,2013-06-15,5666,1,0,5,b
2,2013-06-16,0,0,1,6,b
2,2013-06-17,9879,1,1,0,b
2,2013-06-18,10907,1,1,1,b
2,2013-06-19,8384,1,0,2,b
2,2013-06-20,9534,1,1,3,b
2,2013-06-21,9779,1,1,4,b
2,2013-06-22,5616,1,0,5,b
2,2013-06-23,0,0,0,6,b
2,2013-06-24,8518,1,0,0,b
2,2013-06-25,9140,1,1,1,b
2,2013-06-26,9643,1,1,2,b
2,2013-06-27,8004,1,0,3,b
2,2013-06-28,9375,1,1,4,b
2,2013-06-29,5718,1,0,5,b
2,2013-06-30,0,0,1,6,b
2,2013-07-01,7337,1,0,0,b
2,2013-07-02,9351,1,1,1,b
2,2013-07-03,7722,1,0,2,b
2,2013-07-04,9396,1,1,3,b
2,2013-07-05,8927,1,1,4,b
2,2013-07-06,5344,1,0,5,b
2,2013-07-07,0,0,0,6,b
2,2013-07-08,9408,1,1,0,b
2,2013-07-09,9694,1,1,1,b
2,2013-07-10,7635,1,0,2,b
2,2013-07-11,8481,1,1,3,b
2,2013-07-12,6479,1,0,4,b
2,2013-07-13,4598,1,0,5,b
2,2013-07-14,0,0,1,6,b
2,2013-07-15,7428,1,0,0,b
2,2013-07-16,8642,1,1,1,b
2,2013-07-17,8245,1,1,2,b
2,2013-07-18,7099,1,0,3,b
2,2013-07-19,8582,1,1,4,b
2,2013-07-20,4722,1,0,5,b
2,2013-07-21,0,0,0,6,b
2,2013-07-22,7268,1,0,0,b
2,2013-07-23,8211,1,1,1,b
2,2013-07-24,6675,1,0,2,b
2,2013-07-25,8102,1,1,3,b
2,2013-07-26,6824,1,0,4,b
2,2013-07-27,4457,1,0,5,b
2,2013-07-28,0,0,1,6,b
2,2013-07-29,7017,1,0,0,b
2,2013-07-30,6292,1,0,1,b
2,2013-07-31,8064,1,1,2,b
2,2013-08-01,6660,1,0,3,b
2,2013-08-02,6124,1,0,4,b
2,2013-08-03,4368,1,0,5,b
2,2013-08-04,0,0,0,6,b
2,2013-08-05,7582,1,1,0,b
2,2013-08-06,6372,1,0,1,b
2,2013-08-07,6692,1,0,2,b
2,2013-08-08,6311,1,0,3,b
2,2013-08-09,7309,1,1,4,b
2,2013-08-10,5341,1,1,5,b
2,2013-08-11,0,0,1,6,b
2,2013-08-12,7860,1,1,0,b
2,2013-08-13,6578,1,0,1,b
2,2013-08-14,5892,1,0,2,b
2,2013-08-15,7385,1,1,3,b
2,2013-08-16,6501,1,0,4,b
2,2013-08-17,3865,1,0,5,b
2,2013-08-18,3994,1,0,6,b
2,2013-08-19,7657,1,1,0,b
2,2013-08-20,5744,1,0,1,b
2,2013-08-21,6336,1,0,2,b
2,2013-08-22,5351,1,0,3,b
2,2013-08-23,6692,1,1,4,b
2,2013-08-24,4160,1,0,5,b
2,2013-08-25,0,0,1,6,b
2,2013-08-26,7602,1,1,0,b
2,2013-08-27,6725,1,1,1,b
2,2013-08-28,6028,1,0,2,b
2,2013-08-29,6743,1,1,3,b
2,2013-08-30,5660,1,0,4,b
2,2013-08-31,5110,1,1,5,b
2,2013-09-01,0,0,0,6,b
2,2013-09-02,7194,1,1,0,b
2,2013-09-03,5400,1,0,1,b
2,2013-09-04,5694,1,0,2,b
2,2013-09-05,5764,1,0,3,b
2,2013-09-06,6160,1,0,4,b
2,2013-09-07,4659,1,1,5,b
2,2013-09-08,5284,1,1,6,b
2,2013-09-09,5573,1,0,0,b
2,2013-09-10,6045,1,0,1,b
2,2013-09-11,5316,1,0,2,b
2,2013-09-12,6532,1,1,3,b
2,2013-09-13,5750,1,0,4,b
2,2013-09-14,4447,1,1,5,b
2,2013-09-15,3539,1,0,6,b
2,2013-09-16,5588,1,0,0,b
2,2013-09-17,5314,1,0,1,b
2,2013-09-18,6760,1,1,2,b
2,2013-09-19,6551,1,1,3,b
2,2013-09-20,5573,1,0,4,b
2,2013-09-21,3551,1,0,5,b
2,2013-09-22,0,0,1,6,b
2,2013-09-23,5757,1,0,0,b
2,2013-09-24,5431,1,0,1,b
2,2013-09-25,5629,1,0,2,b
2,2013-09-26,5658,1,0,3,b
2,2013-09-27,6921,1,1,4,b
2,2013-09-28,3762,1,0,5,b
2,2013-09-29,0,0,0,6,b
2,2013-09-30,5720,1,0,0,b
2,2013-10-01,5213,1,0,1,b
2,2013-10-02,5135,1,0,2,b
2,2013-10-03,6688,1,1,3,b
2,2013-10-04,6698,1,1,4,b
2,2013-10-05,3354,1,0,5,b
2,2013-10-06,0,0,0,6,b
2,2013-10-07,5484,1,0,0,b
2,2013-10-08,5615,1,0,1,b
2,2013-10-09,6871,1,1,2,b
2,2013-10-10,6588,1,1,3,b
2,2013-10-11,5993,1,0,4,b
2,2013-10-12,4305,1,1,5,b
2,2013-10-13,4701,1,1,6,b
2,2013-10-14,5390,1,0,0,b
2,2013-10-15,6580,1,1,1,b
2,2013-10-16,6648,1,1,2,b
2,2013-10-17,5225,1,0,3,b
2,2013-10-18,5829,1,0,4,b
2,2013-10-19,4024,1,0,5,b
2,2013-10-20,0,0,1,6,b
2,2013-10-21,5545,1,0,0,b
2,2013-10-22,7092,1,1,1,b
2,2013-10-23,5473,1,0,2,b
2,2013-10-24,5576,1,0,3,b
2,2013-10-25,5524,1,0,4,b
2,2013-10-26,4918,1,1,5,b
2,2013-10-27,0,0,0,6,b
2,2013-10-28,5405,1,0,0,b
2,2013-10-29,7119,1,1,1,b
2,2013-10-30,5518,1,0,2,b
2,2013-10-31,5818,1,0,3,b
2,2013-11-01,5694,1,0,4,b
2,2013-11-02,5084,1,1,5,b
2,2013-11-03,0,0,0,6,b
2,2013-11-04,6145,1,0,0,b
2,2013-11-05,7223,1,1,1,b
2,2013-11-06,7219,1,1,2,b
2,2013-11-07,6087,1,0,3,b
2,2013-11-08,5596,1,0,4,b
2,2013-11-09,4833,1,1,5,b
2,2013-11-10,0,0,0,6,b
2,2013-11-11,6069,1,0,0,b
2,2013-11-12,6192,1,0,1,b
2,2013-11-13,7776,1,1,2,b
2,2013-11-14,7082,1,1,3,b
2,2013-11-15,7372,1,1,4,b
2,2013-11-16,5463,1,1,5,b
2,2013-11-17,0,0,0,6,b
2,2013-11-18,5911,1,0,0,b
2,2013-11-19,6583,1,0,1,b
2,2013-11-20,5940,1,0,2,b
2,2013-11-21,6170,1,0,3,b
2,2013-11-22,6591,1,0,4,b
2,2013-11-23,3657,1,0,5,b
2,2013-11-24,0,0,0,6,b
2,2013-11-25,6899,1,0,0,b
2,2013-11-26,7580,1,1,1,b
2,2013-11-27,8311,1,1,2,b
2,2013-11-28,7374,1,1,3,b
2,2013-11-29,6311,1,0,4,b
2,2013-11-30,5457,1,1,5,b
2,2013-12-01,0,0,1,6,b
2,2013-12-02,8427,1,1,0,b
2,2013-12-03,6563,1,0,1,b
2,2013-12-04,7215,1,0,2,b
2,2013-12-05,6312,1,0,3,b
2,2013-12-06,8115,1,1,4,b
2,2013-12-07,4779,1,0,5,b
2,2013-12-08,4709,1,0,6,b
2,2013-12-09,8481,1,1,0,b
2,2013-12-10,6862,1,0,1,b
2,2013-12-11,7184,1,0,2,b
2,2013-12-12,7131,1,0,3,b
2,2013-12-13,8706,1,1,4,b
2,2013-12-14,6327,1,1,5,b
2,2013-12-15,0,0,1,6,b
2,2013-12-16,7519,1,0,0,b
2,2013-12-17,7447,1,0,1,b
2,2013-12-18,7113,1,0,2,b
2,2013-12-19,8735,1,1,3,b
2,2013-12-20,7953,1,0,4,b
2,2013-12-21,6510,1,1,5,b
2,2013-12-22,4912,1,0,6,b
2,2013-12-23,7853,1,0,0,b
2,2013-12-24,7640,1,0,1,b
2,2013-12-25,9609,1,1,2,b
2,2013-12-26,8174,1,0,3,b
2,2013-12-27,7469,1,0,4,b
2,2013-12-28,5369,1,0,5,b
2,2013-12-29,0,0,0,6,b
2,2013-12-30,7933,1,0,0,b
2,2013-12-31,9599,1,1,1,b
2,2014-01-01,9524,1,1,2,b
2,2014-01-02,7774,1,0,3,b
2,2014-01-03,9389,1,1,4,b
2,2014-01-04,6969,1,1,5,b
2,2014-01-05,0,0,1,6,b
2,2014-01-06,7540,1,0,0,b
2,2014-01-07,9916,1,1,1,b
2,2014-01-08,8039,1,0,2,b
2,2014-01-09,9446,1,1,3,b
2,2014-01-10,9891,1,1,4,b
2,2014-01-11,5872,1,0,5,b
2,2014-01-12,0,0,0,6,b
2,2014-01-13,9628,1,1,0,b
2,2014-01-14,10418,1,1,1,b
2,2014-01-15,9473,1,1,2,b
2,2014-01-16,8096,1,0,3,b
2,2014-01-17,8598,1,0,4,b
2,2014-01-18,5278,1,0,5,b
2,2014-01-19,0,0,0,6,b
2,2014-01-20,8330,1,0,0,b
2,2014-01-21,10135,1,1,1,b
2,2014-01-22,10171,1,1,2,b
2,2014-01-23,8773,1,0,3,b
2,2014-01-24,8916,1,0,4,b
2,2014-01-25,6953,1,1,5,b
2,2014-01-26,0,0,1,6,b
2,2014-01-27,9010,1,0,0,b
2,2014-01-28,10594,1,1,1,b
2,2014-01-29,11024,1,1,2,b
2,2014-01-30,10971,1,1,3,b
2,2014-01-31,8717,1,0,4,b
2,2014-02-01,6901,1,0,5,b
2,2014-02-02,0,0,0,6,b
2,2014-02-03,9532,1,0,0,b
2,2014-02-04,9963,1,0,1,b
2,2014-02-05,11285,1,1,2,b
2,2014-02-06,9157,1,0,3,b
2,2014-02-07,9668,1,0,4,b
2,2014-02-08,6261,1,0,5,b
2,2014-02-09,0,0,0,6,b
2,2014-02-10,9489,1,0,0,b
2,2014-02-11,11044,1,1,1,b
2,2014-02-12,9540,1,0,2,b
2,2014-02-13,11300,1,1,3,b
2,2014-02-14,11426,1,1,4,b
2,2014-02-15,6333,1,0,5,b
2,2014-02-16,0,0,1,6,b
2,2014-02-17,11573,1,1,0,b
2,2014-02-18,11506,1,1,1,b
2,2014-02-19,9505,1,0,2,b
2,2014-02-20,10669,1,1,3,b
2,2014-02-21,11551,1,1,4,b
2,2014-02-22,8587,1,1,5,b
2,2014-02-23,0,0,1,6,b
2,2014-02-24,9668,1,0,0,b
2,2014-02-25,9781,1,0,1,b
2,2014-02-26,11957,1,1,2,b
2,2014-02-27,12004,1,1,3,b
2,2014-02-28,11594,1,1,4,b
2,2014-03-01,7011,1,0,5,b
2,2014-03-02,0,0,0,6,b
2,2014-03-03,9871,1,0,0,b
2,2014-03-04,11588,1,1,1,b
2,2014-03-05,12085,1,1,2,b
2,2014-03-06,11600,1,1,3,b
2,2014-03-07,10503,1,0,4,b
2,2014-03-08,7154,1,0,5,b
2,2014-03-09,0,0,1,6,b
2,2014-03-10,9973,1,0,0,b
2,2014-03-11,9590,1,0,1,b
2,2014-03-12,11439,1,1,2,b
2,2014-03-13,12115,1,1,3,b
2,2014-03-14,12046,1,1,4,b
2,2014-03-15,7028,1,0,5,b
2,2014-03-16,9047,1,1,6,b
2,2014-03-17,9588,1,0,0,b
2,2014-03-18,12241,1,1,1,b
2,2014-03-19,11992,1,1,2,b
2,2014-03-20,10431,1,0,3,b
2,2014-03-21,11681,1,1,4,b
2,2014-03-22,6841,1,0,5,b
2,2014-03-23,7145,1,0,6,b
2,2014-03-24,9480,1,0,0,b
2,2014-03-25,10090,1,0,1,b
2,2014-03-26,11911,1,1,2,b
2,2014-03-27,9823,1,0,3,b
2,2014-03-28,11859,1,1,4,b
2,2014-03-29,6845,1,0,5,b
2,2014-03-30,8904,1,1,6,b
2,2014-03-31,10033,1,0,0,b
2,2014-04-01,12257,1,1,1,b
2,2014-04-02,10380,1,0,2,b
2,2014-04-03,9508,1,0,3,b
2,2014-04-04,12713,1,1,4,b
2,2014-04-05,7240,1,0,5,b
2,2014-04-06,7288,1,0,6,b
